Nome,Sobrenome,Email,Cidade,Estado
Caio,Barbosa,CaioDiasBarbosa@teleworm.us,Presidente Prudente,SP
Murilo,Sousa,MuriloAlvesSousa@fleckens.hu,Varginha,MG
Julia,Fernandes,JuliaCostaFernandes@armyspy.com,Sumaré,SP
Enzo,Castro,EnzoOliveiraCastro@einrot.com,Ribeirão Pires,SP
Pedro,Cunha,PedroOliveiraCunha@dayrep.com,Itu,SP
Leonardo,Azevedo,LeonardoCavalcantiAzevedo@fleckens.hu,Cariacica,ES
Giovanna,Dias,GiovannaCarvalhoDias@jourrapide.com,Campo Grande,MS
Murilo,Melo,MuriloPintoMelo@jourrapide.com,Divinópolis,MG
Anna,Gomes,AnnaCunhaGomes@rhyta.com,Londrina,PR
Thaís,Santos,ThaisRodriguesSantos@dayrep.com,Várzea Grande,MT
Pedro,Gomes,PedroSantosGomes@rhyta.com,Patos de Minas,MG
Julian,Cardoso,JulianFerreiraCardoso@teleworm.us,Salvador,BA
Kauê,Dias,KaueAraujoDias@superrito.com,Valinhos,SP
Marina,Souza,MarinaRodriguesSouza@jourrapide.com,Duque de Caxias,RJ
Daniel,Pinto,DanielAzevedoPinto@einrot.com,Belo Horizonte,MG
Nicole,Pinto,NicoleCardosoPinto@jourrapide.com,Cabo Frio,RJ
Rafael,Santos,RafaelOliveiraSantos@superrito.com,Boa Vista,RR
Isabela,Correia,IsabelaSousaCorreia@fleckens.hu,Londrina,PR
Nicolas,Ferreira,NicolasPintoFerreira@dayrep.com,Araraquara,SP
Brenda,Pinto,BrendaDiasPinto@gustr.com,Goiânia,GO
Gabrielly,Melo,GabriellyGomesMelo@jourrapide.com,São Paulo,SP
Brenda,Barros,BrendaCardosoBarros@jourrapide.com,São Paulo,SP
Larissa,Costa,LarissaFerreiraCosta@einrot.com,Caraguatatuba,SP
Cauã,Silva,CauaAlmeidaSilva@gustr.com,Belém,PA
Gabrielly,Cavalcanti,GabriellyBarbosaCavalcanti@dayrep.com,Sorocaba,SP
Maria,Pereira,MariaSilvaPereira@einrot.com,Santa Maria,DF
Lavinia,Lima,LaviniaRibeiroLima@superrito.com,Rio Verde,GO
Julia,Azevedo,JuliaCunhaAzevedo@fleckens.hu,Resende,RJ
André,Silva,AndreMeloSilva@fleckens.hu,Belém,PA
Júlia,Santos,JuliaDiasSantos@gustr.com,Pará de Minas,MG
Vinícius,Sousa,ViniciusGomesSousa@einrot.com,Fortaleza,CE
Marina,Fernandes,MarinaCavalcantiFernandes@rhyta.com,São Paulo,SP
Julieta,Melo,JulietaDiasMelo@gustr.com,Curitiba,PR
Pedro,Ribeiro,PedroCavalcantiRibeiro@teleworm.us,Ji-Paraná,RO
Rebeca,Rocha,RebecaCarvalhoRocha@einrot.com,Valinhos,SP
Tomás,Dias,TomasRibeiroDias@einrot.com,Porto Velho,RO
Davi,Cunha,DaviBarbosaCunha@einrot.com,Botucatu,SP
Brenda,Cavalcanti,BrendaGomesCavalcanti@einrot.com,São Carlos,SP
Julia,Melo,JuliaCorreiaMelo@superrito.com,Itaúna,MG
Beatriz,Pereira,BeatrizRochaPereira@rhyta.com,Japeri,RJ
Gabriela,Alves,GabrielaFernandesAlves@superrito.com,Teófilo Otoni,MG
Alice,Pereira,AlicePintoPereira@cuvox.de,Vitória,ES
Bruno,Melo,BrunoOliveiraMelo@dayrep.com,Sorocaba,SP
Vitor,Fernandes,VitorAlmeidaFernandes@dayrep.com,São Luís,MA
Emilly,Cavalcanti,EmillyGoncalvesCavalcanti@fleckens.hu,Carapicuíba,SP
Cauã,Souza,CauaOliveiraSouza@gustr.com,Cuiabá,MT
Gabrielly,Silva,GabriellySousaSilva@superrito.com,Barra Mansa,RJ
Fernanda,Cavalcanti,FernandaCunhaCavalcanti@cuvox.de,Recife,PE
Enzo,Rocha,EnzoAlmeidaRocha@cuvox.de,Maringá,PR
Kauê,Barros,KaueCostaBarros@superrito.com,São Paulo,SP
Leonardo,Cunha,LeonardoRochaCunha@dayrep.com,Petrópolis,RJ
Danilo,Cavalcanti,DaniloCastroCavalcanti@dayrep.com,Betim,MG
Luís,Goncalves,LuisCavalcantiGoncalves@armyspy.com,São Paulo,SP
Martim,Almeida,MartimDiasAlmeida@cuvox.de,Caxias do Sul,RS
Gabriela,Castro,GabrielaLimaCastro@einrot.com,Cotia,SP
Lucas,Barbosa,LucasFernandesBarbosa@gustr.com,Rio de Janeiro,RJ
Ana,Fernandes,AnaSousaFernandes@rhyta.com,Porto Alegre,RS
Erick,Ferreira,ErickAraujoFerreira@jourrapide.com,Rio de Janeiro,RJ
Júlio,Rocha,JulioCastroRocha@cuvox.de,Montes Claros,MG
Livia,Cunha,LiviaCorreiaCunha@gustr.com,Varginha,MG
Matheus,Melo,MatheusBarrosMelo@einrot.com,Recanto das Emas,DF
Ágatha,Sousa,AgathaMeloSousa@einrot.com,Franco da Rocha,SP
Joao,Martins,JoaoSantosMartins@teleworm.us,Atibaia,SP
Amanda,Souza,AmandaBarrosSouza@rhyta.com,Jaboatão dos Guararapes,PE
Aline,Correia,AlineGomesCorreia@teleworm.us,Patos de Minas,MG
Rodrigo,Goncalves,RodrigoDiasGoncalves@superrito.com,Queimados,RJ
Kaua,Sousa,KauaPereiraSousa@gustr.com,Uberlândia,MG
Arthur,Martins,ArthurDiasMartins@gustr.com,Araraquara,SP
Matilde,Ferreira,MatildeBarbosaFerreira@einrot.com,Parintins,AM
Gabrielly,Barros,GabriellyOliveiraBarros@fleckens.hu,Sorocaba,SP
Lavinia,Cunha,LaviniaRodriguesCunha@armyspy.com,Itapetininga,SP
Julian,Melo,JulianFerreiraMelo@gustr.com,Timóteo,MG
Gabrielly,Souza,GabriellyRibeiroSouza@cuvox.de,Maceió,AL
Sofia,Ribeiro,SofiaAraujoRibeiro@dayrep.com,Criciúma,SC
Julia,Rocha,JuliaFernandesRocha@jourrapide.com,Blumenau,SC
Júlio,Rocha,JulioGoncalvesRocha@superrito.com,Goiânia,GO
Fernanda,Lima,FernandaOliveiraLima@dayrep.com,São Gonçalo,RJ
Bruno,Cunha,BrunoAlvesCunha@dayrep.com,Cabo de Santo Agostinho,PE
Samuel,Almeida,SamuelRibeiroAlmeida@fleckens.hu,Anápolis,GO
Breno,Sousa,BrenoCostaSousa@rhyta.com,Sapucaia do Sul,RS
Eduarda,Barbosa,EduardaCavalcantiBarbosa@einrot.com,Juazeiro do Norte,CE
Sofia,Rocha,SofiaMeloRocha@teleworm.us,Rio de Janeiro,RJ
Diogo,Ribeiro,DiogoPereiraRibeiro@superrito.com,São Paulo,SP
Aline,Cunha,AlineDiasCunha@rhyta.com,Goiânia,GO
Erick,Barros,ErickSilvaBarros@teleworm.us,Rio de Janeiro,RJ
Tânia,Pinto,TaniaSilvaPinto@superrito.com,Barretos,SP
Gabriela,Ribeiro,GabrielaGomesRibeiro@fleckens.hu,Juiz de Fora,MG
Enzo,Ribeiro,EnzoSantosRibeiro@jourrapide.com,Amparo,SP
João,Carvalho,JoaoCostaCarvalho@rhyta.com,Belém,PA
Sophia,Goncalves,SophiaPereiraGoncalves@rhyta.com,São Paulo,SP
Murilo,Oliveira,MuriloCavalcantiOliveira@rhyta.com,São José do Rio Preto,SP
Leonardo,Cardoso,LeonardoGomesCardoso@teleworm.us,Ponta Grossa,PR
Joao,Pinto,JoaoGoncalvesPinto@armyspy.com,Governador Valadares,MG
Brenda,Souza,BrendaPereiraSouza@rhyta.com,Belém,PA
Rafael,Martins,RafaelAlmeidaMartins@superrito.com,Taboão da Serra,SP
Kauan,Azevedo,KauanAlmeidaAzevedo@gustr.com,São Gonçalo,RJ
Matilde,Lima,MatildeCardosoLima@dayrep.com,São Paulo,SP
André,Silva,AndreCorreiaSilva@fleckens.hu,Taguatinga,DF
Beatriz,Goncalves,BeatrizCostaGoncalves@einrot.com,Guará,DF
Isabela,Goncalves,IsabelaMartinsGoncalves@rhyta.com,Feira de Santana,BA
Vitór,Pinto,VitorGomesPinto@rhyta.com,Curitiba,PR
Bruno,Rocha,BrunoCastroRocha@rhyta.com,Corumbá,MS
Sarah,Pinto,SarahLimaPinto@armyspy.com,Taguatinga,DF
Tomás,Alves,TomasGomesAlves@rhyta.com,Gravatá,PE
Samuel,Ferreira,SamuelMartinsFerreira@armyspy.com,Gurupi,TO
Lara,Souza,LaraMeloSouza@jourrapide.com,Maceió,AL
Leonor,Azevedo,LeonorAraujoAzevedo@rhyta.com,Serra,ES
Cauã,Correia,CauaAraujoCorreia@jourrapide.com,Juiz de Fora,MG
Yasmin,Correia,YasminCunhaCorreia@jourrapide.com,Salvador,BA
Fábio,Azevedo,FabioBarrosAzevedo@gustr.com,Cabo Frio,RJ
Thaís,Castro,ThaisSantosCastro@armyspy.com,São Paulo,SP
Gabrielle,Gomes,GabrielleSantosGomes@jourrapide.com,Campinas,SP
Carlos,Cavalcanti,CarlosSousaCavalcanti@fleckens.hu,Lorena,SP
Tânia,Lima,TaniaBarrosLima@rhyta.com,Recife,PE
Matheus,Souza,MatheusSousaSouza@einrot.com,São Paulo,SP
Luiza,Pereira,LuizaBarrosPereira@dayrep.com,Catanduva,SP
Eduarda,Cunha,EduardaRibeiroCunha@cuvox.de,Caruaru,PE
Erick,Ferreira,ErickAzevedoFerreira@rhyta.com,Novo Gama,GO
Emily,Almeida,EmilyCavalcantiAlmeida@gustr.com,Santa Maria,RS
Igor,Costa,IgorFernandesCosta@gustr.com,São José do Rio Preto,SP
Estevan,Cardoso,EstevanCostaCardoso@fleckens.hu,Bauru,SP
Joao,Pinto,JoaoBarrosPinto@fleckens.hu,Osasco,SP
Gustavo,Barros,GustavoBarbosaBarros@rhyta.com,Ferraz de Vasconcelos,SP
Danilo,Gomes,DaniloMeloGomes@armyspy.com,Teresina,PI
Otávio,Araujo,OtavioFernandesAraujo@einrot.com,Esteio,RS
Aline,Melo,AlineCunhaMelo@teleworm.us,Queimados,RJ
Sofia,Azevedo,SofiaCastroAzevedo@dayrep.com,Poços de Caldas,MG
Luis,Silva,LuisRochaSilva@superrito.com,Jataí,GO
José,Lima,JoseCostaLima@superrito.com,São Paulo,SP
Gabrielly,Goncalves,GabriellyCostaGoncalves@armyspy.com,Niterói,RJ
Kauan,Lima,KauanGoncalvesLima@jourrapide.com,Varginha,MG
Breno,Dias,BrenoSousaDias@teleworm.us,São Paulo,SP
Emily,Cavalcanti,EmilyMeloCavalcanti@rhyta.com,Lages,SC
Vinícius,Santos,ViniciusBarrosSantos@jourrapide.com,Itapeva,SP
Maria,Lima,MariaSousaLima@superrito.com,Caucaia,CE
Brenda,Sousa,BrendaLimaSousa@einrot.com,São Paulo,SP
Felipe,Cunha,FelipeBarrosCunha@rhyta.com,Campo Grande,MS
Gustavo,Costa,GustavoMartinsCosta@superrito.com,Rio de Janeiro,RJ
Luana,Barbosa,LuanaSilvaBarbosa@armyspy.com,Belo Horizonte,MG
Pedro,Cavalcanti,PedroPereiraCavalcanti@gustr.com,Uberlândia,MG
Igor,Fernandes,IgorRibeiroFernandes@einrot.com,São Paulo,SP
Thaís,Rodrigues,ThaisCarvalhoRodrigues@dayrep.com,São Paulo,SP
Júlia,Oliveira,JuliaDiasOliveira@superrito.com,Palmas,TO
Letícia,Pereira,LeticiaRochaPereira@cuvox.de,São Paulo,SP
Kai,Correia,KaiLimaCorreia@superrito.com,São Paulo,SP
Paulo,Lima,PauloCavalcantiLima@gustr.com,Ribeirão Preto,SP
Cauã,Cavalcanti,CauaOliveiraCavalcanti@teleworm.us,Uberaba,MG
Renan,Rodrigues,RenanAraujoRodrigues@fleckens.hu,Sorocaba,SP
Felipe,Pereira,FelipeFernandesPereira@dayrep.com,Natal,RN
Vinicius,Rodrigues,ViniciusOliveiraRodrigues@einrot.com,Luziânia,GO
Sophia,Costa,SophiaSouzaCosta@gustr.com,Cuiabá,MT
Vinicius,Melo,ViniciusAlvesMelo@einrot.com,Caruaru,PE
Eduardo,Ferreira,EduardoFernandesFerreira@rhyta.com,Jaboatão dos Guararapes,PE
Kauan,Cardoso,KauanFernandesCardoso@fleckens.hu,São Paulo,SP
Erick,Goncalves,ErickSouzaGoncalves@teleworm.us,Novo Hamburgo,RS
Ágatha,Correia,AgathaPereiraCorreia@cuvox.de,Fortaleza,CE
Carlos,Martins,CarlosCostaMartins@armyspy.com,Itabira,MG
Isabella,Sousa,IsabellaMeloSousa@einrot.com,Porto Alegre,RS
Leila,Castro,LeilaBarrosCastro@armyspy.com,João Pessoa,PB
Vitór,Melo,VitorRodriguesMelo@dayrep.com,João Pessoa,PB
José,Dias,JoseLimaDias@armyspy.com,Guarujá,SP
Marina,Castro,MarinaAzevedoCastro@dayrep.com,São Paulo,SP
Kai,Rocha,KaiSilvaRocha@teleworm.us,Uberaba,MG
Thaís,Araujo,ThaisOliveiraAraujo@cuvox.de,Manaus,AM
Guilherme,Barros,GuilhermeRochaBarros@jourrapide.com,Curitiba,PR
Victor,Castro,VictorSantosCastro@fleckens.hu,Uberaba,MG
Fábio,Lima,FabioCostaLima@fleckens.hu,Montes Claros,MG
Camila,Pinto,CamilaCavalcantiPinto@armyspy.com,Vila Velha,ES
Melissa,Alves,MelissaMartinsAlves@dayrep.com,Jaboatão dos Guararapes,PE
Emilly,Correia,EmillyFernandesCorreia@cuvox.de,Teresina,PI
Isabelle,Martins,IsabelleSousaMartins@fleckens.hu,Ourinhos,SP
Samuel,Cardoso,SamuelCunhaCardoso@einrot.com,Apucarana,PR
João,Dias,JoaoCastroDias@jourrapide.com,Cambé,PR
Vitór,Araujo,VitorSilvaAraujo@rhyta.com,Osasco,SP
Aline,Rocha,AlineSantosRocha@einrot.com,Atibaia,SP
Anna,Goncalves,AnnaBarbosaGoncalves@rhyta.com,Lago Sul,DF
Isabelle,Lima,IsabelleSousaLima@cuvox.de,Belo Horizonte,MG
Erick,Silva,ErickLimaSilva@cuvox.de,Caratinga,MG
Gabriel,Melo,GabrielCardosoMelo@cuvox.de,São Paulo,SP
Yasmin,Pereira,YasminSouzaPereira@dayrep.com,Jacareí,SP
Sofia,Sousa,SofiaGomesSousa@fleckens.hu,São Paulo,SP
Fernanda,Ribeiro,FernandaAzevedoRibeiro@superrito.com,Belford Roxo,RJ
Arthur,Martins,ArthurPereiraMartins@gustr.com,São Luís,MA
Brenda,Correia,BrendaCunhaCorreia@jourrapide.com,Viamão,RS
Emilly,Silva,EmillyFernandesSilva@cuvox.de,Florianópolis,SC
Carolina,Barbosa,CarolinaOliveiraBarbosa@armyspy.com,Franco da Rocha,SP
Beatriz,Ferreira,BeatrizFernandesFerreira@einrot.com,João Monlevade,MG
Júlio,Gomes,JulioAzevedoGomes@teleworm.us,Uberaba,MG
Daniel,Correia,DanielCunhaCorreia@rhyta.com,Recife,PE
Enzo,Castro,EnzoRibeiroCastro@einrot.com,Osasco,SP
Tiago,Barros,TiagoAlmeidaBarros@fleckens.hu,Araguari,MG
Kauã,Castro,KauaRodriguesCastro@cuvox.de,Caxias,MA
Rafaela,Pereira,RafaelaAlvesPereira@jourrapide.com,Caruaru,PE
Anna,Cavalcanti,AnnaGoncalvesCavalcanti@teleworm.us,Sorocaba,SP
Nicolash,Melo,NicolashAraujoMelo@cuvox.de,Manaus,AM
Marcos,Oliveira,MarcosCarvalhoOliveira@armyspy.com,Aparecida de Goiânia,GO
Maria,Alves,MariaCunhaAlves@teleworm.us,Barreiras,BA
Brenda,Pinto,BrendaSousaPinto@fleckens.hu,Belo Horizonte,MG
Sofia,Rocha,SofiaCastroRocha@cuvox.de,Ribeirão Pires,SP
Isabella,Correia,IsabellaBarrosCorreia@jourrapide.com,Araxá,MG
Mateus,Cunha,MateusRodriguesCunha@rhyta.com,Belo Horizonte,MG
Enzo,Barros,EnzoOliveiraBarros@rhyta.com,Pelotas,RS
Kaua,Alves,KauaSousaAlves@superrito.com,São Paulo,SP
Antônio,Santos,AntonioCorreiaSantos@rhyta.com,Aparecida de Goiânia,GO
Antônio,Fernandes,AntonioOliveiraFernandes@einrot.com,Campo Grande,MS
Livia,Cunha,LiviaMartinsCunha@gustr.com,Uberlândia,MG
Igor,Barros,IgorCavalcantiBarros@superrito.com,Montes Claros,MG
Leonardo,Ferreira,LeonardoMeloFerreira@teleworm.us,Jaboatão dos Guararapes,PE
Marisa,Rocha,MarisaCardosoRocha@dayrep.com,Jacareí,SP
Marisa,Cunha,MarisaGomesCunha@jourrapide.com,Niterói,RJ
Sophia,Carvalho,SophiaCorreiaCarvalho@gustr.com,Teresina,PI
Emilly,Carvalho,EmillySilvaCarvalho@gustr.com,Barbacena,MG
Lucas,Silva,LucasRochaSilva@dayrep.com,Rio Claro,SP
Daniel,Barbosa,DanielAraujoBarbosa@rhyta.com,Belo Horizonte,MG
Giovana,Barros,GiovanaLimaBarros@fleckens.hu,Manaus,AM
Gustavo,Rocha,GustavoRibeiroRocha@rhyta.com,Maceió,AL
Marisa,Rodrigues,MarisaCastroRodrigues@fleckens.hu,Guarulhos,SP
Nicolash,Pinto,NicolashPereiraPinto@jourrapide.com,Barreiras,BA
Bianca,Cardoso,BiancaFernandesCardoso@dayrep.com,Santarém,PA
José,Gomes,JosePintoGomes@dayrep.com,João Pessoa,PB
Ágatha,Silva,AgathaMeloSilva@armyspy.com,Itaquaquecetuba,SP
Marisa,Barbosa,MarisaFernandesBarbosa@rhyta.com,Embu,SP
Beatrice,Rocha,BeatriceSousaRocha@rhyta.com,Santo André,SP
Rodrigo,Cardoso,RodrigoSantosCardoso@superrito.com,Feira de Santana,BA
Vinicius,Carvalho,ViniciusRibeiroCarvalho@superrito.com,Cachoeiro de Itapemirim,ES
Isabella,Azevedo,IsabellaCardosoAzevedo@jourrapide.com,Jaraguá do Sul,SC
Gabriel,Goncalves,GabrielMeloGoncalves@dayrep.com,Bragança Paulista,SP
Luis,Araujo,LuisAzevedoAraujo@superrito.com,Carapicuíba,SP
Thaís,Silva,ThaisAlvesSilva@einrot.com,Juiz de Fora,MG
Luana,Correia,LuanaBarbosaCorreia@fleckens.hu,Goiânia,GO
Rebeca,Azevedo,RebecaLimaAzevedo@cuvox.de,Londrina,PR
Gabrielly,Cunha,GabriellyRodriguesCunha@fleckens.hu,Resende,RJ
Rebeca,Almeida,RebecaSousaAlmeida@teleworm.us,Santo André,SP
Tânia,Cunha,TaniaBarbosaCunha@cuvox.de,Nova Friburgo,RJ
Renan,Cunha,RenanCostaCunha@einrot.com,Teresópolis,RJ
Luís,Pinto,LuisOliveiraPinto@rhyta.com,Rio de Janeiro,RJ
Renan,Araujo,RenanPintoAraujo@einrot.com,Catalão,GO
Luan,Silva,LuanCarvalhoSilva@einrot.com,Joinville,SC
Antônio,Carvalho,AntonioSilvaCarvalho@teleworm.us,Rio de Janeiro,RJ
Kauê,Santos,KaueLimaSantos@armyspy.com,Belém,PA
Letícia,Silva,LeticiaFerreiraSilva@teleworm.us,Embu,SP
Bruna,Rocha,BrunaCarvalhoRocha@dayrep.com,São Paulo,SP
Paulo,Melo,PauloCorreiaMelo@superrito.com,Goiânia,GO
Marisa,Rocha,MarisaRibeiroRocha@fleckens.hu,Juiz de Fora,MG
Luana,Castro,LuanaBarbosaCastro@fleckens.hu,Itatiba,SP
Rodrigo,Rocha,RodrigoGoncalvesRocha@teleworm.us,Salvador,BA
Anna,Pereira,AnnaAzevedoPereira@teleworm.us,Blumenau,SC
Diogo,Rocha,DiogoAlmeidaRocha@rhyta.com,Várzea Grande,MT
Yasmin,Melo,YasminCardosoMelo@dayrep.com,Olinda,PE
Manuela,Azevedo,ManuelaRochaAzevedo@jourrapide.com,Ferraz de Vasconcelos,SP
Miguel,Correia,MiguelCavalcantiCorreia@cuvox.de,Japeri,RJ
José,Almeida,JoseCunhaAlmeida@dayrep.com,Caxias,MA
André,Dias,AndrePintoDias@teleworm.us,Limeira,SP
Leila,Cardoso,LeilaCostaCardoso@cuvox.de,Diadema,SP
Kaua,Oliveira,KauaSantosOliveira@rhyta.com,Novo Hamburgo,RS
Yasmin,Dias,YasminBarrosDias@gustr.com,Recife,PE
Eduarda,Lima,EduardaRochaLima@cuvox.de,Andradina,SP
Rebeca,Sousa,RebecaDiasSousa@cuvox.de,São Paulo,SP
Vitória,Rocha,VitoriaBarrosRocha@fleckens.hu,São Paulo,SP
Laura,Costa,LauraOliveiraCosta@fleckens.hu,Jandira,SP
Vitor,Cavalcanti,VitorCardosoCavalcanti@cuvox.de,Caraguatatuba,SP
Arthur,Gomes,ArthurGoncalvesGomes@jourrapide.com,Mogi-Guaçu,SP
Paulo,Fernandes,PauloPereiraFernandes@fleckens.hu,São Lourenço da Mata,PE
Fábio,Azevedo,FabioLimaAzevedo@jourrapide.com,Rio de Janeiro,RJ
Nicolas,Cavalcanti,NicolasPereiraCavalcanti@superrito.com,Belo Horizonte,MG
Murilo,Azevedo,MuriloSilvaAzevedo@cuvox.de,Bauru,SP
Isabela,Fernandes,IsabelaMeloFernandes@einrot.com,Jaú,SP
André,Pinto,AndreCunhaPinto@jourrapide.com,Itajubá,MG
Estevan,Araujo,EstevanSouzaAraujo@fleckens.hu,São Paulo,SP
Emily,Sousa,EmilyCardosoSousa@armyspy.com,Várzea Paulista,SP
Evelyn,Martins,EvelynCostaMartins@einrot.com,Bebedouro,SP
Felipe,Martins,FelipeSousaMartins@fleckens.hu,Vila Velha,ES
Renan,Castro,RenanSilvaCastro@cuvox.de,São Paulo,SP
Larissa,Azevedo,LarissaCastroAzevedo@dayrep.com,Itajaí,SC
Vinicius,Castro,ViniciusCavalcantiCastro@cuvox.de,São Paulo,SP
Pedro,Sousa,PedroCavalcantiSousa@einrot.com,Sorocaba,SP
Davi,Barbosa,DaviRodriguesBarbosa@teleworm.us,Curitiba,PR
Martim,Carvalho,MartimFerreiraCarvalho@cuvox.de,Anápolis,GO
Davi,Silva,DaviRodriguesSilva@einrot.com,Araraquara,SP
Victor,Gomes,VictorMartinsGomes@superrito.com,Palmas,TO
Otávio,Melo,OtavioCostaMelo@einrot.com,Goiânia,GO
Emily,Martins,EmilyRodriguesMartins@armyspy.com,Ribeirão Pires,SP
Estevan,Araujo,EstevanDiasAraujo@einrot.com,Campinas,SP
Mariana,Castro,MarianaRochaCastro@superrito.com,São Paulo,SP
Diogo,Silva,DiogoCunhaSilva@jourrapide.com,Indaiatuba,SP
Vitór,Carvalho,VitorAzevedoCarvalho@einrot.com,Natal,RN
Diego,Costa,DiegoAlmeidaCosta@jourrapide.com,Recife,PE
Leonor,Oliveira,LeonorLimaOliveira@rhyta.com,Ipatinga,MG
Leila,Fernandes,LeilaBarrosFernandes@fleckens.hu,Valinhos,SP
Carlos,Almeida,CarlosPereiraAlmeida@fleckens.hu,Aparecida de Goiânia,GO
Gabrielly,Santos,GabriellyAlvesSantos@armyspy.com,Sarandi,PR
Kauê,Araujo,KaueOliveiraAraujo@dayrep.com,Votorantim,SP
Victor,Martins,VictorRochaMartins@superrito.com,São Paulo,SP
Alex,Alves,AlexAraujoAlves@gustr.com,São Gonçalo,RJ
Rodrigo,Rodrigues,RodrigoCarvalhoRodrigues@einrot.com,Niterói,RJ
Isabela,Santos,IsabelaBarrosSantos@jourrapide.com,Campo Grande,MS
Kaua,Barbosa,KauaCardosoBarbosa@cuvox.de,Luziânia,GO
Kauã,Santos,KauaBarrosSantos@dayrep.com,Natal,RN
Pedro,Pereira,PedroSousaPereira@rhyta.com,Resende,RJ
Bruna,Martins,BrunaRibeiroMartins@superrito.com,Várzea Grande,MT
Diogo,Correia,DiogoAlvesCorreia@cuvox.de,Belford Roxo,RJ
Tomás,Rocha,TomasFerreiraRocha@jourrapide.com,Aparecida de Goiânia,GO
Lucas,Oliveira,LucasBarbosaOliveira@superrito.com,São Paulo,SP
Maria,Martins,MariaGomesMartins@superrito.com,Campo Grande,MS
Tomás,Silva,TomasCostaSilva@einrot.com,Piracicaba,SP
Carolina,Barros,CarolinaSousaBarros@jourrapide.com,Avaré,SP
Kauã,Sousa,KauaPintoSousa@dayrep.com,Bebedouro,SP
Diogo,Alves,DiogoPereiraAlves@gustr.com,Campina Grande,PB
Ana,Rodrigues,AnaRibeiroRodrigues@armyspy.com,Belford Roxo,RJ
Carolina,Melo,CarolinaRochaMelo@superrito.com,Campos dos Goytacazes,RJ
Marina,Araujo,MarinaRochaAraujo@superrito.com,Porto Alegre,RS
Kauã,Fernandes,KauaDiasFernandes@fleckens.hu,Natal,RN
Fábio,Dias,FabioBarbosaDias@teleworm.us,Belo Horizonte,MG
Gabriela,Alves,GabrielaCardosoAlves@einrot.com,São Paulo,SP
Rodrigo,Fernandes,RodrigoCastroFernandes@fleckens.hu,São Paulo,SP
Rafaela,Cunha,RafaelaGomesCunha@armyspy.com,Jacareí,SP
Davi,Cavalcanti,DaviRodriguesCavalcanti@einrot.com,Piraquara,PR
Carlos,Pinto,CarlosCardosoPinto@rhyta.com,Juiz de Fora,MG
Rafael,Cavalcanti,RafaelCarvalhoCavalcanti@jourrapide.com,São Paulo,SP
Lucas,Ferreira,LucasOliveiraFerreira@dayrep.com,Amparo,SP
Marcos,Fernandes,MarcosMeloFernandes@cuvox.de,Americana,SP
Tomás,Sousa,TomasSantosSousa@rhyta.com,São Paulo,SP
Ryan,Azevedo,RyanBarbosaAzevedo@jourrapide.com,Guará,DF
Kauan,Ferreira,KauanRochaFerreira@einrot.com,Ananindeua,PA
Vitór,Pereira,VitorCorreiaPereira@fleckens.hu,Salvador,BA
Marcos,Fernandes,MarcosAzevedoFernandes@teleworm.us,Paulista,PE
Gabrielly,Rodrigues,GabriellyAzevedoRodrigues@cuvox.de,Ribeirão Preto,SP
Luan,Silva,LuanCunhaSilva@cuvox.de,Vitória de Santo Antão,PE
Rafael,Barbosa,RafaelCardosoBarbosa@rhyta.com,Jaraguá do Sul,SC
Kauan,Sousa,KauanCorreiaSousa@teleworm.us,Guarulhos,SP
Kaua,Carvalho,KauaSouzaCarvalho@gustr.com,Londrina,PR
Bruno,Carvalho,BrunoSouzaCarvalho@superrito.com,Araçatuba,SP
Leonor,Melo,LeonorGoncalvesMelo@einrot.com,Campo Grande,MS
Fernanda,Oliveira,FernandaCunhaOliveira@einrot.com,Nova Iguaçu,RJ
Kai,Santos,KaiCardosoSantos@cuvox.de,Gurupi,TO
Giovanna,Almeida,GiovannaBarrosAlmeida@fleckens.hu,Itaquaquecetuba,SP
Kauan,Dias,KauanRodriguesDias@cuvox.de,Piraquara,PR
Rodrigo,Goncalves,RodrigoAlmeidaGoncalves@gustr.com,Cascavel,PR
Kauã,Correia,KauaAzevedoCorreia@superrito.com,Santos,SP
Luis,Costa,LuisBarrosCosta@superrito.com,Pato Branco,PR
Laura,Barbosa,LauraSantosBarbosa@dayrep.com,Cariacica,ES
André,Lima,AndreAraujoLima@superrito.com,Hortolândia,SP
Eduarda,Cavalcanti,EduardaFerreiraCavalcanti@teleworm.us,Castanhal,PA
Marisa,Rodrigues,MarisaAzevedoRodrigues@jourrapide.com,Goiânia,GO
Beatriz,Azevedo,BeatrizCorreiaAzevedo@superrito.com,Divinópolis,MG
Luana,Barbosa,LuanaMartinsBarbosa@superrito.com,João Pessoa,PB
Mariana,Barros,MarianaBarbosaBarros@rhyta.com,Ipatinga,MG
Enzo,Dias,EnzoSousaDias@einrot.com,Jundiaí,SP
Cauã,Cardoso,CauaSousaCardoso@teleworm.us,Aracaju,SE
Giovanna,Ferreira,GiovannaPintoFerreira@fleckens.hu,Goiânia,GO
Vitor,Castro,VitorGoncalvesCastro@armyspy.com,São Paulo,SP
Luís,Fernandes,LuisAzevedoFernandes@armyspy.com,Macaé,RJ
Vitor,Santos,VitorLimaSantos@dayrep.com,Feira de Santana,BA
Leila,Gomes,LeilaRibeiroGomes@cuvox.de,Três Lagoas,MS
Mateus,Cavalcanti,MateusRodriguesCavalcanti@teleworm.us,Vila Velha,ES
